so_id,so_line_id,customer_id,product_id,warehouse_id,order_date,requested_delivery_date,promised_delivery_date,actual_ship_date,actual_delivery_date,qty_ordered,qty_shipped,qty_backordered,unit_price,revenue,status
SO-4378,1,CUST-0012,SE-1890,WH-CENTRAL,2025-12-30,2026-01-04,2026-01-06,2026-01-04,2026-01-06,25,25,0,104.0,2600.0,delivered
SO-4379,1,CUST-0056,IF-7010,WH-EAST,2026-01-07,2026-01-18,2026-01-18,2026-01-17,2026-01-18,50,50,0,54.0,2700.0,delivered
SO-4380,1,CUST-0650,IF-7890,WH-WEST,2026-01-05,2026-01-18,2026-01-18,2026-01-16,2026-01-19,10,10,0,45.0,450.0,delivered
SO-4381,1,CUST-0410,HF-3460,WH-CENTRAL,2025-12-26,2026-01-07,2026-01-07,2026-01-05,2026-01-07,100,100,0,87.0,8700.0,delivered
SO-4382,1,CUST-0155,SE-1340,WH-CENTRAL,2026-01-08,2026-01-15,2026-01-17,2026-01-16,2026-01-17,10,10,0,24.0,240.0,delivered
SO-4383,1,CUST-0710,SE-2320,WH-SOUTH,2025-12-18,2025-12-29,2025-12-29,2025-12-28,2025-12-28,10,10,0,142.0,1420.0,delivered
SO-4384,1,CUST-0395,SE-2430,WH-EAST,2025-12-19,2025-12-22,2025-12-23,2025-12-22,2025-12-22,10,10,0,121.0,1210.0,delivered
SO-4385,1,CUST-0147,IF-7230,WH-WEST,2025-12-18,2025-12-30,2025-12-30,2025-12-28,2025-12-29,50,50,0,76.0,3800.0,delivered
SO-4386,1,CUST-0155,PB-6090,WH-CENTRAL,2026-01-09,2026-01-17,2026-01-18,2026-01-18,2026-01-18,25,25,0,97.0,2425.0,delivered
SO-4387,1,CUST-0245,HF-2760,WH-WEST,2025-12-19,2025-12-25,2025-12-25,2025-12-22,2025-12-25,25,25,0,164.0,4100.0,delivered
SO-4388,1,CUST-0290,IF-7890,WH-EAST,2026-01-05,2026-01-19,2026-01-19,2026-01-18,2026-01-19,100,100,0,45.0,4500.0,delivered
SO-4389,1,CUST-0200,SE-1560,WH-SOUTH,2025-12-18,2025-12-26,2025-12-27,2025-12-27,2025-12-27,25,25,0,19.0,475.0,delivered
SO-4390,1,CUST-0073,SE-3370,WH-CENTRAL,2026-01-09,2026-01-17,2026-01-17,2026-01-16,2026-01-17,25,25,0,18.0,450.0,delivered
SO-4391,1,CUST-0500,SE-2100,WH-WEST,2026-01-06,2026-01-20,2026-01-21,2026-01-21,2026-01-21,10,10,0,16.0,160.0,delivered
SO-4392,1,CUST-0700,PB-6195,WH-WEST,2025-12-16,2025-12-28,2025-12-28,2025-12-26,2025-12-27,50,50,0,20.0,1000.0,delivered
SO-4393,1,CUST-0600,SE-2650,WH-SOUTH,2026-01-05,2026-01-09,2026-01-09,2026-01-06,2026-01-08,25,25,0,325.0,8125.0,delivered
SO-4394,1,CUST-0038,EC-1455,WH-SOUTH,2026-01-08,2026-01-19,2026-01-19,2026-01-18,2026-01-19,100,100,0,26.0,2600.0,delivered
SO-4395,1,CUST-0102,SE-1780,WH-EAST,2025-12-29,2026-01-07,2026-01-08,2026-01-06,2026-01-08,25,25,0,28.0,700.0,delivered
SO-4396,1,CUST-0012,PB-6280,WH-EAST,2025-12-19,2025-12-26,2025-12-28,2025-12-26,2025-12-28,25,25,0,24.0,600.0,delivered
SO-4397,1,CUST-0056,SE-1560,WH-SOUTH,2025-12-30,2026-01-09,2026-01-09,2026-01-07,2026-01-09,25,25,0,19.0,475.0,delivered
SO-4398,1,CUST-0455,SE-1455,WH-EAST,2026-01-05,2026-01-14,2026-01-14,2026-01-11,2026-01-14,50,50,0,31.0,1550.0,delivered
SO-4399,1,CUST-0115,IF-9460,WH-CENTRAL,2026-01-05,2026-01-12,2026-01-12,2026-01-09,2026-01-12,10,10,0,12.0,120.0,delivered
SO-4400,1,CUST-0056,IF-7125,WH-SOUTH,2026-01-01,2026-01-09,2026-01-10,2026-01-10,2026-01-10,50,50,0,47.0,2350.0,delivered
SO-4401,1,CUST-0365,HF-2540,WH-CENTRAL,2025-12-25,2026-01-01,2026-01-01,2025-12-31,2026-01-01,10,10,0,237.0,2370.0,delivered
SO-4402,1,CUST-0640,IF-7780,WH-CENTRAL,2025-12-15,2025-12-29,2025-12-29,2025-12-27,2025-12-29,25,25,0,21.0,525.0,delivered
SO-4403,1,CUST-0200,PB-5100,WH-WEST,2025-12-25,2026-01-02,2026-01-02,2025-12-30,2026-01-01,50,50,0,27.0,1350.0,delivered
SO-4404,1,CUST-0128,SE-2540,WH-CENTRAL,2025-12-24,2025-12-30,2025-12-30,2025-12-30,2025-12-30,10,10,0,533.0,5330.0,delivered
SO-4405,1,CUST-0155,EC-2680,WH-CENTRAL,2025-12-23,2025-12-28,2025-12-30,2025-12-28,2025-12-30,25,25,0,75.0,1875.0,delivered
SO-4406,1,CUST-0690,EC-3100,WH-WEST,2026-01-01,2026-01-04,2026-01-06,2026-01-03,2026-01-07,100,100,0,149.0,14900.0,delivered
SO-4407,1,CUST-0171,IF-8320,WH-CENTRAL,2025-12-15,2025-12-23,2025-12-25,2025-12-22,2025-12-24,50,50,0,11.0,550.0,delivered
SO-4408,1,CUST-0012,SE-2320,WH-EAST,2025-12-25,2026-01-02,2026-01-02,2026-01-02,2026-01-03,10,10,0,142.0,1420.0,delivered
SO-4409,1,CUST-0089,PB-6280,WH-EAST,2025-12-17,2025-12-22,2025-12-24,2025-12-22,2025-12-25,50,50,0,24.0,1200.0,delivered
SO-4410,1,CUST-0147,PB-5430,WH-WEST,2026-01-05,2026-01-18,2026-01-20,2026-01-17,2026-01-19,25,25,0,409.0,10225.0,delivered
SO-4411,1,CUST-0012,EC-2790,WH-CENTRAL,2026-01-07,2026-01-21,2026-01-23,2026-01-20,2026-01-23,5,5,0,104.0,520.0,delivered
SO-4412,1,CUST-0056,EC-2050,WH-WEST,2025-12-31,2026-01-06,2026-01-08,2026-01-08,2026-01-09,5,5,0,3.5,17.5,delivered
SO-4413,1,CUST-0025,IF-8540,WH-WEST,2026-01-07,2026-01-12,2026-01-12,2026-01-11,2026-01-11,10,10,0,26.0,260.0,delivered
SO-4414,1,CUST-0073,PB-6280,WH-WEST,2025-12-12,2025-12-22,2025-12-23,2025-12-20,2025-12-22,25,25,0,24.0,600.0,delivered
SO-4415,1,CUST-0025,IF-8215,WH-SOUTH,2025-12-15,2025-12-21,2025-12-22,2025-12-19,2025-12-22,50,50,0,19.0,950.0,delivered
SO-4416,1,CUST-0147,HF-1780,WH-WEST,2025-12-26,2026-01-04,2026-01-05,2026-01-03,2026-01-05,25,25,0,70.0,1750.0,delivered
SO-4417,1,CUST-0350,EC-2160,WH-SOUTH,2025-12-15,2025-12-28,2025-12-28,2025-12-27,2025-12-27,100,100,0,12.5,1250.0,delivered
SO-4418,1,CUST-0350,SE-2760,WH-CENTRAL,2026-01-05,2026-01-12,2026-01-12,2026-01-12,2026-01-11,5,5,0,114.0,570.0,delivered
SO-4419,1,CUST-0455,SE-3195,WH-CENTRAL,2025-12-24,2026-01-06,2026-01-06,2026-01-06,2026-01-06,5,5,0,12.0,60.0,delivered
SO-4420,1,CUST-0128,HF-3280,WH-EAST,2026-01-05,2026-01-09,2026-01-09,2026-01-07,2026-01-09,50,50,0,7.7,385.0,delivered
SO-4421,1,CUST-0200,IF-7675,WH-SOUTH,2025-12-19,2025-12-22,2025-12-24,2025-12-22,2025-12-24,10,10,0,14.0,140.0,delivered
SO-4422,1,CUST-0395,SE-1995,WH-CENTRAL,2026-01-06,2026-01-18,2026-01-18,2026-01-16,2026-01-18,5,5,0,76.0,380.0,delivered
SO-4423,1,CUST-0200,HF-1340,WH-EAST,2025-12-25,2026-01-05,2026-01-07,2026-01-05,2026-01-07,10,10,0,14.5,145.0,delivered
SO-4424,1,CUST-0102,IF-8540,WH-EAST,2025-12-12,2025-12-26,2025-12-26,2025-12-24,2025-12-26,10,10,0,26.0,260.0,delivered
SO-4425,1,CUST-0025,HF-1890,WH-EAST,2025-12-30,2026-01-07,2026-01-07,2026-01-06,2026-01-07,25,25,0,325.0,8125.0,delivered
SO-4426,1,CUST-0730,EC-1580,WH-WEST,2025-12-31,2026-01-12,2026-01-12,2026-01-12,2026-01-12,10,10,0,37.0,370.0,delivered
SO-4427,1,CUST-0038,EC-3004,WH-EAST,2026-01-07,2026-01-10,2026-01-11,2026-01-10,2026-01-10,10,10,0,209.0,2090.0,delivered
SO-4428,1,CUST-0012,IF-9280,WH-EAST,2025-12-29,2026-01-09,2026-01-10,2026-01-08,2026-01-10,5,5,0,28.0,140.0,delivered
SO-4429,1,CUST-0275,SE-3280,WH-EAST,2026-01-09,2026-01-22,2026-01-24,2026-01-24,2026-01-23,25,25,0,58.0,1450.0,delivered
SO-4430,1,CUST-0102,HF-1995,WH-WEST,2025-12-19,2025-12-23,2025-12-24,2025-12-21,2025-12-24,10,10,0,31.0,310.0,delivered
SO-4431,1,CUST-0530,SE-1125,WH-CENTRAL,2025-12-16,2025-12-28,2025-12-28,2025-12-26,2025-12-27,10,10,0,14.5,145.0,delivered
SO-4432,1,CUST-0041,IF-8430,WH-SOUTH,2025-12-23,2026-01-03,2026-01-03,2026-01-01,2026-01-02,10,10,0,8.0,80.0,delivered
SO-4433,1,CUST-0115,HF-2760,WH-WEST,2025-12-23,2025-12-30,2025-12-30,2025-12-30,2025-12-30,10,10,0,164.0,1640.0,delivered
SO-4434,1,CUST-0012,HF-2650,WH-SOUTH,2025-12-23,2026-01-04,2026-01-05,2026-01-03,2026-01-05,50,50,0,61.0,3050.0,delivered
SO-4435,1,CUST-0200,IF-8320,WH-WEST,2025-12-22,2025-12-25,2025-12-26,2025-12-25,2025-12-27,25,25,0,11.0,275.0,delivered
SO-4436,1,CUST-0500,PB-6195,WH-SOUTH,2026-01-06,2026-01-09,2026-01-09,2026-01-08,2026-01-09,10,10,0,20.0,200.0,delivered
SO-4437,1,CUST-0425,PB-4340,WH-CENTRAL,2025-12-29,2026-01-03,2026-01-03,2025-12-31,2026-01-03,5,5,0,48.0,240.0,delivered
SO-4438,1,CUST-0380,SE-1890,WH-SOUTH,2026-01-07,2026-01-15,2026-01-16,2026-01-15,2026-01-16,10,10,0,104.0,1040.0,delivered
SO-4439,1,CUST-0171,PB-4125,WH-CENTRAL,2026-01-05,2026-01-10,2026-01-10,2026-01-08,2026-01-10,5,5,0,57.0,285.0,delivered
SO-4440,1,CUST-0740,IF-7455,WH-EAST,2025-12-31,2026-01-11,2026-01-13,2026-01-12,2026-01-13,25,25,0,31.0,775.0,delivered
SO-4441,1,CUST-0128,EC-1835,WH-CENTRAL,2026-01-08,2026-01-18,2026-01-19,2026-01-18,2026-01-18,50,50,0,11.5,575.0,delivered
SO-4442,1,CUST-0038,EC-2790,WH-CENTRAL,2026-01-02,2026-01-06,2026-01-06,2026-01-05,2026-01-06,5,5,0,104.0,520.0,delivered
SO-4443,1,CUST-0640,EC-1205,WH-WEST,2026-01-05,2026-01-18,2026-01-18,2026-01-15,2026-01-17,25,25,0,48.0,1200.0,delivered
SO-4444,1,CUST-0215,EC-1940,WH-CENTRAL,2026-01-09,2026-01-15,2026-01-15,2026-01-15,2026-01-15,50,50,0,32.0,1600.0,delivered
SO-4445,1,CUST-0335,IF-7125,WH-WEST,2025-12-30,2026-01-10,2026-01-12,2026-01-09,2026-01-12,5,5,0,47.0,235.0,delivered
SO-4446,1,CUST-0147,HF-2650,WH-SOUTH,2025-12-30,2026-01-09,2026-01-09,2026-01-08,2026-01-09,25,25,0,61.0,1525.0,delivered
SO-4447,1,CUST-0089,PB-6460,WH-CENTRAL,2025-12-17,2025-12-21,2025-12-21,2025-12-21,2025-12-20,25,25,0,6.5,162.5,delivered
SO-4448,1,CUST-0610,PB-6370,WH-CENTRAL,2025-12-31,2026-01-14,2026-01-15,2026-01-14,2026-01-15,50,50,0,8.7,435.0,delivered
SO-4449,1,CUST-0025,PB-5760,WH-SOUTH,2025-12-15,2025-12-29,2025-12-29,2025-12-27,2025-12-30,50,50,0,225.0,11250.0,delivered
SO-4450,1,CUST-0056,IF-8215,WH-CENTRAL,2026-01-08,2026-01-21,2026-01-21,2026-01-21,2026-01-21,50,50,0,19.0,950.0,delivered
SO-4451,1,CUST-0350,IF-9280,WH-CENTRAL,2026-01-01,2026-01-09,2026-01-11,2026-01-10,2026-01-11,5,5,0,28.0,140.0,delivered
SO-4452,1,CUST-0012,HF-3280,WH-CENTRAL,2026-01-09,2026-01-23,2026-01-24,2026-01-21,2026-01-25,25,25,0,7.7,192.5,delivered
SO-4453,1,CUST-0440,HF-2980,WH-EAST,2026-01-08,2026-01-20,2026-01-20,2026-01-18,2026-01-20,5,5,0,4.7,23.5,delivered
SO-4454,1,CUST-0690,PB-5650,WH-EAST,2025-12-22,2026-01-05,2026-01-05,2026-01-03,2026-01-05,25,25,0,8.0,200.0,delivered
SO-4455,1,CUST-0183,SE-1995,WH-CENTRAL,2025-12-30,2026-01-04,2026-01-05,2026-01-05,2026-01-04,5,5,0,76.0,380.0,delivered
SO-4456,1,CUST-0200,HF-2320,WH-CENTRAL,2025-12-23,2025-12-27,2025-12-27,2025-12-27,2025-12-26,5,5,0,32.0,160.0,delivered
SO-4457,1,CUST-0455,PB-5980,WH-EAST,2026-01-07,2026-01-17,2026-01-17,2026-01-16,2026-01-17,100,100,0,26.5,2650.0,delivered
SO-4458,1,CUST-0215,PB-4890,WH-SOUTH,2025-12-16,2025-12-25,2025-12-25,2025-12-23,2025-12-25,25,25,0,45.0,1125.0,delivered
SO-4459,1,CUST-0155,EC-2885,WH-CENTRAL,2026-01-05,2026-01-15,2026-01-17,2026-01-17,2026-01-17,50,50,0,9.0,450.0,delivered
SO-4460,1,CUST-0067,EC-1835,WH-WEST,2025-12-23,2025-12-26,2025-12-26,2025-12-25,2025-12-25,25,25,0,11.5,287.5,delivered
SO-4461,1,CUST-0128,PB-4560,WH-CENTRAL,2025-12-26,2025-12-29,2025-12-29,2025-12-27,2025-12-29,25,25,0,20.0,500.0,delivered
SO-4462,1,CUST-0395,PB-5870,WH-WEST,2025-12-19,2025-12-28,2025-12-29,2025-12-29,2025-12-29,50,50,0,71.0,3550.0,delivered
SO-4463,1,CUST-0038,EC-2680,WH-CENTRAL,2025-12-17,2025-12-23,2025-12-24,2025-12-22,2025-12-24,10,10,0,75.0,750.0,delivered
SO-4464,1,CUST-0025,EC-1102,WH-CENTRAL,2025-12-16,2025-12-21,2025-12-23,2025-12-21,2025-12-23,10,10,0,21.0,210.0,delivered
SO-4465,1,CUST-0067,SE-1560,WH-CENTRAL,2026-01-06,2026-01-11,2026-01-13,2026-01-10,2026-01-13,5,5,0,19.0,95.0,delivered
SO-4466,1,CUST-0275,HF-1890,WH-EAST,2025-12-31,2026-01-03,2026-01-03,2025-12-31,2026-01-03,50,50,0,325.0,16250.0,delivered
SO-4467,1,CUST-0056,IF-7675,WH-EAST,2025-12-19,2026-01-01,2026-01-01,2025-12-30,2026-01-01,10,10,0,14.0,140.0,delivered
SO-4468,1,CUST-0305,HF-2540,WH-CENTRAL,2025-12-19,2025-12-29,2025-12-29,2025-12-27,2025-12-30,10,10,0,237.0,2370.0,delivered
SO-4469,1,CUST-0128,EC-2970,WH-EAST,2026-01-06,2026-01-11,2026-01-11,2026-01-08,2026-01-10,25,25,0,28.0,700.0,delivered
SO-4470,1,CUST-0455,IF-7780,WH-SOUTH,2025-12-23,2026-01-04,2026-01-04,2026-01-04,2026-01-04,100,100,0,21.0,2100.0,delivered
SO-4471,1,CUST-0134,PB-6370,WH-EAST,2025-12-18,2025-12-31,2025-12-31,2025-12-28,2025-12-30,25,25,0,8.7,217.5,delivered
SO-4472,1,CUST-0245,SE-1995,WH-CENTRAL,2025-12-19,2025-12-25,2025-12-25,2025-12-22,2025-12-25,5,5,0,76.0,380.0,delivered
SO-4473,1,CUST-0680,SE-1560,WH-EAST,2025-12-31,2026-01-03,2026-01-04,2026-01-01,2026-01-03,50,50,0,19.0,950.0,delivered
SO-4474,1,CUST-0067,HF-1995,WH-SOUTH,2025-12-30,2026-01-04,2026-01-04,2026-01-04,2026-01-04,25,25,0,31.0,775.0,delivered
SO-4475,1,CUST-0425,HF-1125,WH-WEST,2025-12-16,2025-12-20,2025-12-20,2025-12-17,2025-12-20,10,10,0,37.0,370.0,delivered
SO-4476,1,CUST-0200,SE-1125,WH-CENTRAL,2025-12-23,2026-01-05,2026-01-06,2026-01-06,2026-01-06,5,5,0,14.5,72.5,delivered
SO-4477,1,CUST-0275,EC-1610,WH-CENTRAL,2026-01-02,2026-01-05,2026-01-05,2026-01-04,2026-01-05,25,25,0,19.0,475.0,delivered
SO-4478,1,CUST-0275,SE-1010,WH-SOUTH,2026-01-09,2026-01-19,2026-01-19,2026-01-16,2026-01-19,10,10,0,54.0,540.0,delivered
SO-4479,1,CUST-0012,HF-1995,WH-EAST,2026-01-01,2026-01-07,2026-01-07,2026-01-07,2026-01-07,10,10,0,31.0,310.0,delivered
SO-4480,1,CUST-0041,SE-1125,WH-CENTRAL,2026-01-08,2026-01-21,2026-01-21,2026-01-21,2026-01-21,10,10,0,14.5,145.0,delivered
SO-4481,1,CUST-0670,PB-4890,WH-WEST,2025-12-22,2026-01-02,2026-01-02,2026-01-02,2026-01-02,10,10,0,45.0,450.0,delivered
SO-4482,1,CUST-0041,IF-8650,WH-WEST,2025-12-12,2025-12-16,2025-12-16,2025-12-16,2025-12-16,10,10,0,13.0,130.0,delivered
SO-4483,1,CUST-0171,SE-2650,WH-SOUTH,2026-01-01,2026-01-14,2026-01-14,2026-01-12,2026-01-14,10,10,0,325.0,3250.0,delivered
SO-4484,1,CUST-0102,PB-5215,WH-WEST,2026-01-08,2026-01-21,2026-01-21,2026-01-21,2026-01-21,10,10,0,14.5,145.0,delivered
SO-4485,1,CUST-0056,SE-1675,WH-WEST,2025-12-19,2025-12-27,2025-12-27,2025-12-26,2025-12-27,10,10,0,48.0,480.0,delivered
SO-4486,1,CUST-0425,IF-7010,WH-SOUTH,2026-01-07,2026-01-12,2026-01-12,2026-01-09,2026-01-12,10,10,0,54.0,540.0,delivered
SO-4487,1,CUST-0410,HF-1455,WH-EAST,2025-12-22,2026-01-02,2026-01-02,2025-12-30,2026-01-01,10,10,0,24.0,240.0,delivered
SO-4488,1,CUST-0067,IF-8650,WH-EAST,2025-12-31,2026-01-11,2026-01-11,2026-01-08,2026-01-11,25,25,0,13.0,325.0,delivered
SO-4489,1,CUST-0056,HF-3195,WH-CENTRAL,2026-01-06,2026-01-11,2026-01-12,2026-01-11,2026-01-12,10,10,0,52.0,520.0,delivered
SO-4490,1,CUST-0275,EC-2380,WH-CENTRAL,2026-01-02,2026-01-06,2026-01-06,2026-01-06,2026-01-06,10,10,0,87.0,870.0,delivered
SO-4491,1,CUST-0102,HF-2760,WH-SOUTH,2025-12-19,2025-12-24,2025-12-24,2025-12-24,2025-12-24,50,50,0,164.0,8200.0,delivered
SO-4492,1,CUST-0041,PB-4455,WH-CENTRAL,2025-12-18,2025-12-31,2025-12-31,2025-12-28,2025-12-31,10,10,0,24.0,240.0,delivered
SO-4493,1,CUST-0041,HF-3370,WH-CENTRAL,2025-12-17,2025-12-21,2025-12-21,2025-12-18,2025-12-21,5,5,0,44.0,220.0,delivered
SO-4494,1,CUST-0073,PB-4890,WH-WEST,2025-12-26,2026-01-09,2026-01-11,2026-01-09,2026-01-10,5,5,0,45.0,225.0,delivered
SO-4495,1,CUST-0560,HF-2215,WH-WEST,2025-12-29,2026-01-05,2026-01-07,2026-01-07,2026-01-08,10,10,0,41.0,410.0,delivered
SO-4496,1,CUST-0171,HF-1340,WH-WEST,2026-01-08,2026-01-15,2026-01-17,2026-01-16,2026-01-17,10,10,0,14.5,145.0,delivered
SO-4497,1,CUST-0089,PB-4125,WH-CENTRAL,2025-12-24,2025-12-31,2025-12-31,2025-12-28,2025-12-30,10,10,0,57.0,570.0,delivered
SO-4498,1,CUST-0410,PB-4230,WH-SOUTH,2025-12-22,2025-12-26,2025-12-26,2025-12-23,2025-12-26,10,10,0,121.0,1210.0,delivered
SO-4499,1,CUST-0320,HF-1560,WH-SOUTH,2025-12-16,2025-12-21,2025-12-21,2025-12-20,2025-12-22,10,10,0,58.0,580.0,delivered
SO-4500,1,CUST-0012,IF-8215,WH-CENTRAL,2025-12-15,2025-12-18,2025-12-20,2025-12-18,2025-12-20,25,25,0,19.0,475.0,delivered
SO-4501,1,CUST-0147,HF-3370,WH-WEST,2025-12-18,2025-12-26,2025-12-26,2025-12-24,2025-12-26,50,50,0,44.0,2200.0,delivered
SO-4502,1,CUST-0128,HF-2540,WH-EAST,2026-01-07,2026-01-10,2026-01-11,2026-01-10,2026-01-11,10,10,0,237.0,2370.0,delivered
SO-4503,1,CUST-0134,IF-7010,WH-WEST,2025-12-17,2025-12-22,2025-12-24,2025-12-23,2025-12-24,50,50,0,54.0,2700.0,delivered
SO-4504,1,CUST-0540,EC-2380,WH-WEST,2025-12-30,2026-01-10,2026-01-12,2026-01-12,2026-01-12,5,5,0,87.0,435.0,delivered
SO-4505,1,CUST-0115,HF-2430,WH-SOUTH,2025-12-24,2026-01-03,2026-01-05,2026-01-05,2026-01-05,25,25,0,114.0,2850.0,delivered
SO-4506,1,CUST-0038,EC-1847,WH-SOUTH,2026-01-02,2026-01-13,2026-01-13,2026-01-13,2026-01-14,100,100,0,142.0,14200.0,delivered
SO-4507,1,CUST-0550,SE-1230,WH-SOUTH,2025-12-12,2025-12-24,2025-12-24,2025-12-24,2025-12-24,100,100,0,209.0,20900.0,delivered
SO-4508,1,CUST-0134,HF-2760,WH-EAST,2026-01-06,2026-01-15,2026-01-15,2026-01-12,2026-01-15,10,10,0,164.0,1640.0,delivered
SO-4509,1,CUST-0260,PB-4995,WH-WEST,2026-01-05,2026-01-08,2026-01-08,2026-01-08,2026-01-08,10,10,0,33.0,330.0,delivered
SO-4510,1,CUST-0012,PB-6195,WH-WEST,2026-01-01,2026-01-15,2026-01-15,2026-01-13,2026-01-15,5,5,0,20.0,100.0,delivered
SO-4511,1,CUST-0690,PB-5320,WH-WEST,2026-01-05,2026-01-17,2026-01-17,2026-01-17,2026-01-17,50,50,0,23.0,1150.0,delivered
SO-4512,1,CUST-0102,EC-1847,WH-WEST,2025-12-15,2025-12-18,2025-12-18,2025-12-18,2025-12-18,10,10,0,142.0,1420.0,delivered
SO-4513,1,CUST-0102,SE-2980,WH-WEST,2025-12-22,2025-12-25,2025-12-25,2025-12-24,2025-12-25,50,50,0,41.0,2050.0,delivered
SO-4514,1,CUST-0067,EC-1205,WH-CENTRAL,2025-12-18,2025-12-30,2026-01-01,2025-12-31,2025-12-31,10,10,0,48.0,480.0,delivered
SO-4515,1,CUST-0168,SE-1230,WH-WEST,2026-01-06,2026-01-13,2026-01-15,2026-01-12,2026-01-15,10,10,0,209.0,2090.0,delivered
SO-4516,1,CUST-0067,EC-1455,WH-WEST,2025-12-18,2025-12-30,2025-12-31,2025-12-29,2025-12-31,50,50,0,26.0,1300.0,delivered
SO-4517,1,CUST-0041,EC-1610,WH-EAST,2025-12-30,2026-01-04,2026-01-04,2026-01-02,2026-01-04,25,25,0,19.0,475.0,delivered
SO-4518,1,CUST-0183,EC-2291,WH-SOUTH,2025-12-24,2026-01-01,2026-01-02,2025-12-31,2026-01-02,50,50,0,112.0,5600.0,delivered
SO-4519,1,CUST-0335,IF-8430,WH-WEST,2025-12-26,2026-01-06,2026-01-07,2026-01-06,2026-01-07,5,5,0,8.0,40.0,delivered
SO-4520,1,CUST-0425,PB-5430,WH-EAST,2026-01-06,2026-01-17,2026-01-17,2026-01-17,2026-01-17,25,25,0,409.0,10225.0,delivered
SO-4521,1,CUST-0455,HF-2430,WH-SOUTH,2025-12-22,2025-12-25,2025-12-25,2025-12-24,2025-12-26,50,50,0,114.0,5700.0,delivered
SO-4522,1,CUST-0230,PB-4780,WH-SOUTH,2025-12-22,2026-01-01,2026-01-01,2025-12-29,2026-01-01,25,25,0,16.0,400.0,delivered
SO-4523,1,CUST-0038,EC-1205,WH-EAST,2025-12-30,2026-01-12,2026-01-14,2026-01-13,2026-01-14,5,5,0,48.0,240.0,delivered
SO-4524,1,CUST-0350,PB-4340,WH-SOUTH,2025-12-18,2025-12-22,2025-12-23,2025-12-22,2025-12-23,10,10,0,48.0,480.0,delivered
SO-4525,1,CUST-0128,SE-2100,WH-CENTRAL,2025-12-17,2025-12-25,2025-12-25,2025-12-24,2025-12-24,50,50,0,16.0,800.0,delivered
SO-4526,1,CUST-0147,HF-3195,WH-SOUTH,2026-01-08,2026-01-14,2026-01-14,2026-01-11,2026-01-15,5,5,0,52.0,260.0,delivered
SO-4527,1,CUST-0067,SE-2215,WH-SOUTH,2025-12-18,2025-12-23,2025-12-24,2025-12-22,2025-12-24,5,5,0,11.5,57.5,delivered
SO-4528,1,CUST-0147,PB-5430,WH-SOUTH,2025-12-26,2026-01-07,2026-01-07,2026-01-05,2026-01-07,50,50,0,409.0,20450.0,delivered
SO-4529,1,CUST-0380,SE-2980,WH-EAST,2025-12-31,2026-01-08,2026-01-08,2026-01-06,2026-01-08,50,50,0,41.0,2050.0,delivered
SO-4530,1,CUST-0041,EC-1835,WH-WEST,2026-01-09,2026-01-20,2026-01-20,2026-01-18,2026-01-20,5,5,0,11.5,57.5,delivered
SO-4531,1,CUST-0350,PB-5650,WH-CENTRAL,2025-12-16,2025-12-28,2025-12-28,2025-12-25,2025-12-28,50,50,0,8.0,400.0,delivered
SO-4532,1,CUST-0038,SE-3195,WH-WEST,2025-12-23,2026-01-03,2026-01-05,2026-01-05,2026-01-04,5,5,0,12.0,60.0,delivered
SO-4533,1,CUST-0134,EC-2680,WH-EAST,2026-01-01,2026-01-11,2026-01-13,2026-01-11,2026-01-13,10,10,0,75.0,750.0,delivered
SO-4534,1,CUST-0550,HF-2980,WH-WEST,2025-12-29,2026-01-05,2026-01-05,2026-01-03,2026-01-05,10,10,0,4.7,47.0,delivered
SO-4535,1,CUST-0305,EC-2380,WH-WEST,2025-12-24,2025-12-28,2025-12-28,2025-12-25,2025-12-27,10,10,0,87.0,870.0,delivered
SO-4536,1,CUST-0410,EC-2160,WH-CENTRAL,2025-12-23,2025-12-30,2025-12-31,2025-12-30,2025-12-31,50,50,0,12.5,625.0,delivered
SO-4537,1,CUST-0115,PB-6280,WH-CENTRAL,2025-12-24,2025-12-27,2025-12-28,2025-12-27,2025-12-29,100,100,0,24.0,2400.0,delivered
SO-4538,1,CUST-0115,HF-2215,WH-SOUTH,2025-12-17,2025-12-22,2025-12-22,2025-12-22,2025-12-22,10,10,0,41.0,410.0,delivered
SO-4539,1,CUST-0056,EC-1205,WH-CENTRAL,2025-12-30,2026-01-12,2026-01-14,2026-01-14,2026-01-14,5,5,0,48.0,240.0,delivered
SO-4540,1,CUST-0215,IF-8215,WH-WEST,2025-12-15,2025-12-19,2025-12-21,2025-12-20,2025-12-21,5,5,0,19.0,95.0,delivered
SO-4541,1,CUST-0540,EC-2380,WH-CENTRAL,2025-12-16,2025-12-23,2025-12-25,2025-12-25,2025-12-26,25,25,0,87.0,2175.0,delivered
SO-4542,1,CUST-0550,HF-2980,WH-SOUTH,2025-12-25,2026-01-03,2026-01-04,2026-01-02,2026-01-05,10,10,0,4.7,47.0,delivered
SO-4543,1,CUST-0740,SE-1675,WH-CENTRAL,2025-12-18,2026-01-01,2026-01-01,2025-12-30,2026-01-01,25,25,0,48.0,1200.0,delivered
SO-4544,1,CUST-0147,IF-8215,WH-CENTRAL,2025-12-19,2025-12-29,2025-12-30,2025-12-29,2025-12-30,10,10,0,19.0,190.0,delivered
